instruction,output,code,correct_name,question_type,disease_id,wrong_name
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E743 là bệnh Rối loạn khác của hấp thu carbohydrat ở ruột non.",Đúng,E743,Rối loạn khác của hấp thu carbohydrat ở ruột non,correct_pairing,E743_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H922 là bệnh Thất bại trong đáp ứng tình dục.",Sai,H922,Chảy máu tai,incorrect_pairing,H922_0_no,Thất bại trong đáp ứng tình dục
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H150 là bệnh Bệnh ho gà, không đặc hiệu.",Sai,H150,Viêm củng mạc,incorrect_pairing,H150_0_no,"Bệnh ho gà, không đặc hiệu"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E283 là bệnh Thiếu máu của trẻ non tháng.",Sai,E283,Suy buồng trứng nguyên phát,incorrect_pairing,E283_0_no,Thiếu máu của trẻ non tháng
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S3281 là bệnh Các bất thường đặc hiệu của nhiễm sắc thể giới tính, kiểu hình nam.",Sai,S3281,"Gãy các phần không xác định và khác của gai thắt lưng và chậu, gãy hở",incorrect_pairing,S3281_0_no,"Các bất thường đặc hiệu của nhiễm sắc thể giới tính, kiểu hình nam"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M532 là bệnh cột sống mất vững.",Đúng,M532,cột sống mất vững,correct_pairing,M532_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O150 là bệnh Sản giật khi có thai.",Đúng,O150,Sản giật khi có thai,correct_pairing,O150_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q67 là bệnh Các biến dạng cơ xương bẩm sinh của đầu, mặt, cột sống và ngực.",Đúng,Q67,"Các biến dạng cơ xương bẩm sinh của đầu, mặt, cột sống và ngực",correct_pairing,Q67_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z565 là bệnh Ngứa khác.",Sai,Z565,Việc làm không thích hợp,incorrect_pairing,Z565_0_no,Ngứa khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P025 là bệnh Thai nhi và trẻ sơ sinh bị ảnh hưởng do các chèn ép khác của dây rốn.",Đúng,P025,Thai nhi và trẻ sơ sinh bị ảnh hưởng do các chèn ép khác của dây rốn,correct_pairing,P025_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F167 là bệnh Sinh một con, tại bệnh viện.",Sai,F167,Rối loạn tâm thần và hành vi do sử dụng các chất gây ảo giác (Rối loạn loạn thần di chứng và khởi phát muộn),incorrect_pairing,F167_0_no,"Sinh một con, tại bệnh viện"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã I823 là bệnh Thuyên tắc và huyết khối tĩnh mạch thận.",Đúng,I823,Thuyên tắc và huyết khối tĩnh mạch thận,correct_pairing,I823_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F156 là bệnh Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Hội chứng quên).",Đúng,F156,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Hội chứng quên)",correct_pairing,F156_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K319 là bệnh Hội chứng Lesch-Nyhan.",Sai,K319,"Bệnh dạ dày và tá tràng, không đặc hiệu",incorrect_pairing,K319_0_no,Hội chứng Lesch-Nyhan
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F100 là bệnh Rối loạn tâm thần và hành vi do sử dụng rượu (Nhiễm độc cấp).",Đúng,F100,Rối loạn tâm thần và hành vi do sử dụng rượu (Nhiễm độc cấp),correct_pairing,F100_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T302 là bệnh Tổn thương khác và chưa xác định của cổ tay và bàn tay.",Sai,T302,"Bỏng độ hai, vùng cơ thể chưa xác định",incorrect_pairing,T302_0_no,Tổn thương khác và chưa xác định của cổ tay và bàn tay
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z993 là bệnh Phụ thuộc vào xe lăn.",Đúng,Z993,Phụ thuộc vào xe lăn,correct_pairing,Z993_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C451 là bệnh U trung biểu mô của phúc mạc.",Đúng,C451,U trung biểu mô của phúc mạc,correct_pairing,C451_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z584 là bệnh Hội chứng viêm thận không đặc hiệu, Viêm cầu thận tăng sinh nội mạch lan tỏa.",Sai,Z584,Phơi nhiễm với tia xạ,incorrect_pairing,Z584_0_no,"Hội chứng viêm thận không đặc hiệu, Viêm cầu thận tăng sinh nội mạch lan tỏa"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q672 là bệnh Đầu dài.",Đúng,Q672,Đầu dài,correct_pairing,Q672_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã J869 là bệnh Mủ lồng ngực không có lỗ rò.",Đúng,J869,Mủ lồng ngực không có lỗ rò,correct_pairing,J869_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E712 là bệnh Rối loạn chuyển hóa acid amin chuỗi phân nhánh, không đặc hiệu.",Đúng,E712,"Rối loạn chuyển hóa acid amin chuỗi phân nhánh, không đặc hiệu",correct_pairing,E712_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M608 là bệnh Chứng ngón tay hình dùi trống.",Sai,M608,Các loại viêm cơ khác,incorrect_pairing,M608_0_no,Chứng ngón tay hình dùi trống
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M0726 là bệnh U ác của tai giữa.",Sai,M0726,"Viêm cột sống vảy nến (L40.5†), cẳng chân",incorrect_pairing,M0726_0_no,U ác của tai giữa
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A34 là bệnh Bí đái.",Sai,A34,Bệnh uốn ván sản khoa,incorrect_pairing,A34_0_no,Bí đái
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S8260 là bệnh Giai đoạn đầu của chuyển dạ kéo dài.",Sai,S8260,"Gãy xương bên mắt cá chân, gãy kín",incorrect_pairing,S8260_0_no,Giai đoạn đầu của chuyển dạ kéo dài
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M2329 là bệnh Sụn chêm di lệch do tổn thương rách hay chấn thương cũ dây chằng không xác định hoặc sụn chêm không xác định.",Đúng,M2329,Sụn chêm di lệch do tổn thương rách hay chấn thương cũ dây chằng không xác định hoặc sụn chêm không xác định,correct_pairing,M2329_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A301 là bệnh Nhiễm khuẩn vú phối hợp với đẻ.",Sai,A301,Bệnh phong thể củ,incorrect_pairing,A301_0_no,Nhiễm khuẩn vú phối hợp với đẻ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã U065 là bệnh Sử dụng mã U06.5 trong cấp cứu.",Đúng,U065,Sử dụng mã U06.5 trong cấp cứu,correct_pairing,U065_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F110 là bệnh Các bệnh lý của hệ cơ-xương-khớp sau can thiệp , không xếp loại ở mục khác.",Sai,F110,Rối loạn tâm thần và hành vi do sử dụng các dạng thuốc phiện (Nhiễm độc cấp),incorrect_pairing,F110_0_no,"Các bệnh lý của hệ cơ-xương-khớp sau can thiệp , không xếp loại ở mục khác"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã J451 là bệnh Hen không dị ứng.",Đúng,J451,Hen không dị ứng,correct_pairing,J451_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O331 là bệnh Đảo đoạn nhiễm sắc thể ở cá thể bình thường.",Sai,O331,Chăm sóc bà mẹ vì bất tương xứng do khung chậu hẹp toàn bộ,incorrect_pairing,O331_0_no,Đảo đoạn nhiễm sắc thể ở cá thể bình thường
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S9251 là bệnh Tổn thương dây thần kinh trụ.",Sai,S9251,"Gãy xương ngón chân khác, gãy hở",incorrect_pairing,S9251_0_no,Tổn thương dây thần kinh trụ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N604 là bệnh Giãn ống tuyến vú.",Đúng,N604,Giãn ống tuyến vú,correct_pairing,N604_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T911 là bệnh Tràn khí phổi do chấn thương.",Sai,T911,Di chứng gãy xương cột sống,incorrect_pairing,T911_0_no,Tràn khí phổi do chấn thương
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T542 là bệnh Bỏng độ một của vai và chi trên, trừ cổ tay và bàn tay.",Sai,T542,Nhiễm độc Acid ăn mòn và chất giống acid,incorrect_pairing,T542_0_no,"Bỏng độ một của vai và chi trên, trừ cổ tay và bàn tay"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O458 là bệnh Rau bong non khác.",Đúng,O458,Rau bong non khác,correct_pairing,O458_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E212 là bệnh Hoại tử xương do bệnh huyết cầu tố (D50-D64†).",Sai,E212,Cường cận giáp độ 3,incorrect_pairing,E212_0_no,Hoại tử xương do bệnh huyết cầu tố (D50-D64†)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T456 là bệnh Ngộ độc Thuốc tác động phân hủy fibrin.",Đúng,T456,Ngộ độc Thuốc tác động phân hủy fibrin,correct_pairing,T456_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S9170 là bệnh Đa vết thương hở ở cẳng chân và bàn chân, gãy kín.",Đúng,S9170,"Đa vết thương hở ở cẳng chân và bàn chân, gãy kín",correct_pairing,S9170_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H680 là bệnh Lạm dụng các chất không gây nghiện.",Sai,H680,Viêm vòi Eustache,incorrect_pairing,H680_0_no,Lạm dụng các chất không gây nghiện
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B880 là bệnh Các bệnh do ve khác.",Đúng,B880,Các bệnh do ve khác,correct_pairing,B880_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T938 là bệnh Bệnh ấu trùng sán lợn, không đặc hiệu.",Sai,T938,Di chứng tổn thương khác đã xác định của chi dưới,incorrect_pairing,T938_0_no,"Bệnh ấu trùng sán lợn, không đặc hiệu"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K020 là bệnh Sâu giới hạn ở men.",Đúng,K020,Sâu giới hạn ở men,correct_pairing,K020_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O029 là bệnh Bất thường khác trong thụ thai, chưa xác định.",Đúng,O029,"Bất thường khác trong thụ thai, chưa xác định",correct_pairing,O029_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D571 là bệnh Thiếu máu hồng cầu liềm không có cơn tan máu.",Đúng,D571,Thiếu máu hồng cầu liềm không có cơn tan máu,correct_pairing,D571_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D354 là bệnh U lành tuyến tùng.",Đúng,D354,U lành tuyến tùng,correct_pairing,D354_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z110 là bệnh Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu.",Sai,Z110,Khám sàng lọc đặc biệt về các bệnh nhiễm khuẩn đường ruột,incorrect_pairing,Z110_0_no,"Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z589 là bệnh Các vấn đề liên quan đến môi trường vật lý, không đặc hiệu.",Đúng,Z589,"Các vấn đề liên quan đến môi trường vật lý, không đặc hiệu",correct_pairing,Z589_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P153 là bệnh Chấn thương mắt khi sinh.",Đúng,P153,Chấn thương mắt khi sinh,correct_pairing,P153_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q386 là bệnh Các dị tật bẩm sinh khác của miệng.",Đúng,Q386,Các dị tật bẩm sinh khác của miệng,correct_pairing,Q386_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z130 là bệnh Khám sàng lọc đặc biệt các bệnh về máu và các cơ quan tạo máu và một số rối loạn liên quan đến cơ chế miễn dịch.",Đúng,Z130,Khám sàng lọc đặc biệt các bệnh về máu và các cơ quan tạo máu và một số rối loạn liên quan đến cơ chế miễn dịch,correct_pairing,Z130_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S4221 là bệnh Gãy phần trên xương cánh tay, gãy hở.",Đúng,S4221,"Gãy phần trên xương cánh tay, gãy hở",correct_pairing,S4221_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S826 là bệnh Gãy xương bên mắt cá chân.",Đúng,S826,Gãy xương bên mắt cá chân,correct_pairing,S826_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M471 là bệnh Bỏng tại phần trong của đường tiết niệu sinh dục.",Sai,M471,thoái hóa cột sống khác kèm tổn thương tủy sống,incorrect_pairing,M471_0_no,Bỏng tại phần trong của đường tiết niệu sinh dục
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q742 là bệnh Các dị tật bẩm sinh khác của chi dưới, kể cả đai chậu.",Đúng,Q742,"Các dị tật bẩm sinh khác của chi dưới, kể cả đai chậu",correct_pairing,Q742_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B020 là bệnh Những ý tưởng hoặc nghiền ngẫm ám ảnh chiếm ưu thế.",Sai,B020,Viêm não do Zoster (G05.1*),incorrect_pairing,B020_0_no,Những ý tưởng hoặc nghiền ngẫm ám ảnh chiếm ưu thế
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A060 là bệnh Bệnh lỵ amíp cấp.",Đúng,A060,Bệnh lỵ amíp cấp,correct_pairing,A060_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T260 là bệnh Người đi bộ bị thương do va chạm với xe tải hạng nặng, xe buýt.",Sai,T260,Bỏng tại mi mắt và vùng quanh nhãn cầu,incorrect_pairing,T260_0_no,"Người đi bộ bị thương do va chạm với xe tải hạng nặng, xe buýt"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N893 là bệnh Loạn sản âm đạo, không đặc hiệu.",Đúng,N893,"Loạn sản âm đạo, không đặc hiệu",correct_pairing,N893_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M0722 là bệnh Triệu chứng và dấu hiệu toàn thể đặc hiệu khác.",Sai,M0722,"Viêm cột sống vảy nến (L40.5†), cánh tay",incorrect_pairing,M0722_0_no,Triệu chứng và dấu hiệu toàn thể đặc hiệu khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E104 là bệnh Bệnh khớp sau nhiễm khuẩn và bệnh khớp phản ứng được xếp loại ở mục khác.",Sai,E104,Bệnh đái tháo đường phụ thuộc insuline (Có biến chứng thần kinh),incorrect_pairing,E104_0_no,Bệnh khớp sau nhiễm khuẩn và bệnh khớp phản ứng được xếp loại ở mục khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã S3240 là bệnh Gãy xương ổ cối, gãy kín.",Đúng,S3240,"Gãy xương ổ cối, gãy kín",correct_pairing,S3240_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R772 là bệnh Bất thường của alphafetoprotein.",Đúng,R772,Bất thường của alphafetoprotein,correct_pairing,R772_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T452 là bệnh Ngộ độc Vitamin, không xếp loại ở phần nào.",Đúng,T452,"Ngộ độc Vitamin, không xếp loại ở phần nào",correct_pairing,T452_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K729 là bệnh Các thuốc giải phó giao cảm (kháng cholinergic và kháng muscarin) và giảm co bóp khác, không xếp loại ở nơi khác.",Sai,K729,"Suy gan, không đặc hiệu",incorrect_pairing,K729_0_no,"Các thuốc giải phó giao cảm (kháng cholinergic và kháng muscarin) và giảm co bóp khác, không xếp loại ở nơi khác"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M0910 là bệnh Viêm khớp trẻ em trong bệnh Crohn (viêm ruột đoạn] (K50.-†), Nhiều vị trí.",Đúng,M0910,"Viêm khớp trẻ em trong bệnh Crohn (viêm ruột đoạn] (K50.-†), Nhiều vị trí",correct_pairing,M0910_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H498 là bệnh Tắc mạch do mủ huyết và nhiễm khuẩn sản khoa.",Sai,H498,Các loại liệt khác,incorrect_pairing,H498_0_no,Tắc mạch do mủ huyết và nhiễm khuẩn sản khoa
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K622 là bệnh Sa hậu môn.",Đúng,K622,Sa hậu môn,correct_pairing,K622_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C252 là bệnh Vết thương cơ quan chậu không xác định, không có vết thương hở vào ổ bụng.",Sai,C252,U ác của đuôi tụy,incorrect_pairing,C252_0_no,"Vết thương cơ quan chậu không xác định, không có vết thương hở vào ổ bụng"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K909 là bệnh Bệnh lang ben.",Sai,K909,"Ruột kém hấp thu, không đặc hiệu",incorrect_pairing,K909_0_no,Bệnh lang ben
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã X54 là bệnh Tiền sản giật chưa xác định rõ.",Sai,X54,Thiếu nước,incorrect_pairing,X54_0_no,Tiền sản giật chưa xác định rõ
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K29 là bệnh Vết thương đại tràng, có vết thương hở vào ổ bụng.",Sai,K29,Viêm dạ dày và tá tràng,incorrect_pairing,K29_0_no,"Vết thương đại tràng, có vết thương hở vào ổ bụng"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T240 là bệnh Gãy xương chậu, gãy hở.",Sai,T240,"Bỏng độ chưa xác định tại háng và chi dưới, trừ cổ chân và bàn chân",incorrect_pairing,T240_0_no,"Gãy xương chậu, gãy hở"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M051 là bệnh Đa niệu.",Sai,M051,Tổn thương phổi trong các bệnh lý thấp khớp (J99.0*),incorrect_pairing,M051_0_no,Đa niệu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P836 là bệnh Tình trạng lỗ mở dạ dày.",Sai,P836,Polyp rốn của trẻ sơ sinh,incorrect_pairing,P836_0_no,Tình trạng lỗ mở dạ dày
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã E105 là bệnh Giảm áp suất thẩm thấu và giảm Na máu.",Sai,E105,Bệnh đái tháo đường phụ thuộc insuline (Có biến chứng mạch máu ngoại vi),incorrect_pairing,E105_0_no,Giảm áp suất thẩm thấu và giảm Na máu
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P015 là bệnh Bệnh bạch cầu dạng tủy khác.",Sai,P015,Thai nhi và trẻ sơ sinh bị ảnh hưởng do đa thai,incorrect_pairing,P015_0_no,Bệnh bạch cầu dạng tủy khác
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã P74 là bệnh Tổn thương xác định khác ở vai và cánh tay trên.",Sai,P74,Các rối loạn chuyển hóa và điện giải tạm thời khác của trẻ sơ sinh,incorrect_pairing,P74_0_no,Tổn thương xác định khác ở vai và cánh tay trên
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q894 là bệnh Sinh đôi dính nhau.",Đúng,Q894,Sinh đôi dính nhau,correct_pairing,Q894_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N645 là bệnh Dấu hiệu và triệu chứng khác ở vú.",Đúng,N645,Dấu hiệu và triệu chứng khác ở vú,correct_pairing,N645_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã D140 là bệnh Bệnh đái tháo đường không phụ thuộc insuline (Có biến chứng thận).",Sai,D140,"U lành của tai giữa, hốc mũi và các xoang phụ",incorrect_pairing,D140_0_no,Bệnh đái tháo đường không phụ thuộc insuline (Có biến chứng thận)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z033 là bệnh Theo dõi khi nghi ngờ có rối loạn hệ thần kinh.",Đúng,Z033,Theo dõi khi nghi ngờ có rối loạn hệ thần kinh,correct_pairing,Z033_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã K460 là bệnh Thoát vị bụng không đặc hiệu có tắc, không hoại tử.",Đúng,K460,"Thoát vị bụng không đặc hiệu có tắc, không hoại tử",correct_pairing,K460_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z806 là bệnh ?Tiền sử gia đình có bệnh bạch cầu.",Đúng,Z806,?Tiền sử gia đình có bệnh bạch cầu,correct_pairing,Z806_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã B181 là bệnh Viêm gan virus B mạn, không có đồng nhiễm viêm gan virus D.",Đúng,B181,"Viêm gan virus B mạn, không có đồng nhiễm viêm gan virus D",correct_pairing,B181_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã I958 là bệnh Móng quặp.",Sai,I958,Hạ huyết áp khác,incorrect_pairing,I958_0_no,Móng quặp
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F231 là bệnh Dưỡng sức sau điều trị phối hợp.",Sai,F231,Rối loạn loạn thần cấp đa dạng với triệu chứng của bệnh tâm thần phân liệt,incorrect_pairing,F231_0_no,Dưỡng sức sau điều trị phối hợp
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã X04 là bệnh Phơi nhiễm của vật rất dễ cháy.",Đúng,X04,Phơi nhiễm của vật rất dễ cháy,correct_pairing,X04_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã H660 là bệnh Viêm tai giữa nung mủ cấp viêm tai giữa cấp mủ.",Đúng,H660,Viêm tai giữa nung mủ cấp viêm tai giữa cấp mủ,correct_pairing,H660_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã N069 là bệnh Thuyên tắc và huyết khối động mạch.",Sai,N069,"Protein niệu đơn độc với tổn thương hình thái đặc hiệu, Không xác định",incorrect_pairing,N069_0_no,Thuyên tắc và huyết khối động mạch
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Z40 là bệnh Teo tuyến nước bọt.",Sai,Z40,Phẫu thuật dự phòng,incorrect_pairing,Z40_0_no,Teo tuyến nước bọt
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã O039 là bệnh Sẩy thai tự nhiên (Hoàn toàn hoặc chưa xác định rõ, không có biến chứng).",Đúng,O039,"Sẩy thai tự nhiên (Hoàn toàn hoặc chưa xác định rõ, không có biến chứng)",correct_pairing,O039_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã C74 là bệnh U ác của tuyến thượng thận.",Đúng,C74,U ác của tuyến thượng thận,correct_pairing,C74_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã M802 là bệnh Chảy máu sau mãn kinh.",Sai,M802,Loãng xương do bất động có kèm gãy xương bệnh lý,incorrect_pairing,M802_0_no,Chảy máu sau mãn kinh
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã A698 là bệnh Nhiễm xoắn khuẩn xác định khác.",Đúng,A698,Nhiễm xoắn khuẩn xác định khác,correct_pairing,A698_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã T569 là bệnh Rối loạn ruột do nguyên nhân thần kinh, không phân loại nơi khác.",Sai,T569,Nhiễm độc Kim loại chưa xác định,incorrect_pairing,T569_0_no,"Rối loạn ruột do nguyên nhân thần kinh, không phân loại nơi khác"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã F113 là bệnh Đột tử do tim (được mô tả).",Sai,F113,Rối loạn tâm thần và hành vi do sử dụng các dạng thuốc phiện (Trạng thái cai),incorrect_pairing,F113_0_no,Đột tử do tim (được mô tả)
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Y520 là bệnh Glycosid kích thích tim, và thuốc có tác dụng tương tự.",Đúng,Y520,"Glycosid kích thích tim, và thuốc có tác dụng tương tự",correct_pairing,Y520_0_yes,
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã Q338 là bệnh Protein niệu đơn độc với tổn thương hình thái đặc hiệu, Viêm cầu thận màng lan tỏa.",Sai,Q338,Các bất thường bẩm sinh khác của phổi,incorrect_pairing,Q338_0_no,"Protein niệu đơn độc với tổn thương hình thái đặc hiệu, Viêm cầu thận màng lan tỏa"
"Dựa trên kiến thức y khoa, hãy xác minh thông tin sau là Đúng hay Sai: Mã R579 là bệnh Sốc không đặc hiệu.",Đúng,R579,Sốc không đặc hiệu,correct_pairing,R579_0_yes,
