sample_id,question,expected_answer,predicted_answer,raw_response,is_correct,score,status
507,Phụ nữ mang thai mắc đái tháo đường không cần thực hiện xét nghiệm vì bệnh thường không có triệu chứng rõ rệt.,Sai,Sai,Sai,True,1.0,✅
508,"Trong viêm xương chũm cấp tính, triệu chứng đau thường không theo nhịp mạch đập.",Sai,Đúng,Đúng,False,0.0,❌
509,Hậu sản là giai đoạn 6 tuần kể từ ngày sinh.,Đúng,Sai,Sai,False,0.0,❌
510,"Bệnh tay-chân-miệng lây truyền chủ yếu qua đường tiêu hoá từ nước bọt, phỏng nước và phân của trẻ nhiễm bệnh.",Đúng,Đúng,Đúng,True,1.0,✅
511,"Ung thư biểu mô dạng nhú tuyến giáp thường là một nhân cứng, chắc, không đau, và di căn phổi thường gặp ở người trẻ.",Đúng,Đúng,Đúng,True,1.0,✅
512,"Phì đại tuyến giáp có thể được đánh giá bằng siêu âm, giúp phát hiện bướu giáp dạng nốt ngay cả khi sờ không thấy.",Đúng,Đúng,Đúng,True,1.0,✅
513,"Trong nhiễm trùng đường tiết niệu, vi khuẩn thường đi theo đường máu là nguyên nhân phổ biến nhất.",Sai,Đúng,Đúng,False,0.0,❌
514,"Trong hội chứng Alport, dị tật về mắt bao gồm lệch thấu kính ra phía trước và cận thị.",Đúng,Đúng,Đúng,True,1.0,✅
515,Bệnh mạch vành không phải là nguyên nhân phổ biến gây tử vong ở bệnh nhân ĐTĐ.,Sai,Sai,Sai,True,1.0,✅
516,Giai đoạn hậu sản là khoảng thời gian 6 tuần kể từ ngày sinh.,Đúng,Sai,Sai,False,0.0,❌
517,"Trong thời kỳ hậu sản, có thể xuất hiện các bệnh như trĩ và táo bón.",Đúng,Đúng,Đúng,True,1.0,✅
518,"Đau ngực do cơ xương khớp thường là cảm giác đè nặng, xoắn vặn và giảm khi dùng thuốc trung hòa axit.",Sai,Đúng,Đúng,False,0.0,❌
519,"Các triệu chứng bệnh hô hấp dưới thường nghiêm trọng hơn, chuyển biến từ nhẹ sang nặng với tốc độ nhanh chóng.",Đúng,Đúng,Đúng,True,1.0,✅
520,Rối loạn đông máu và hội chứng rối loạn sinh tủy là các bệnh về máu thường gặp.,Đúng,Đúng,Đúng,True,1.0,✅
521,"Rối loạn trầm cảm có thể gây ra các rối loạn chức năng như khó tập trung, mệt mỏi, và rối loạn giấc ngủ.",Đúng,Đúng,Đúng,True,1.0,✅
522,"Rối loạn hệ miễn dịch bao gồm cả suy giảm miễn dịch bẩm sinh (nguyên phát) và đáp ứng quá mẫn (dị ứng, tự miễn).",Đúng,Đúng,Đúng,True,1.0,✅
523,"Trong cơn nhồi máu cơ tim cấp, ngưng tim đột ngột không thể xảy ra mà không có tín hiệu báo trước.",Sai,Sai,Sai,True,1.0,✅
524,"Trong viêm não, tiêu chuẩn phụ bao gồm rối loạn tri giác kéo dài trên 24 giờ.",Sai,Sai,Sai,True,1.0,✅
525,"Viêm gan virus B và C có con đường lây truyền tương tự như virus HIV, và có thể dẫn đến xơ gan và ung thư gan. (Repeated concept, but new phrasing)",Đúng,Sai,Sai,False,0.0,❌
526,Trì hoãn điều trị bệnh lý dây thần kinh ngoại biên không dẫn đến biến chứng nghiêm trọng hơn.,Sai,Đúng,Đúng,False,0.0,❌
527,Liệu pháp phân tâm học có thể kéo dài ít nhất 1 năm và hiệu quả trong việc cải thiện rối loạn lo âu và trầm cảm.,Đúng,Đúng,Đúng,True,1.0,✅
528,"Trong thời kỳ khởi phát (viêm long) của ho gà, ở trẻ nhỏ dưới 3 tháng tuổi, giai đoạn này thường chỉ kéo dài một vài ngày hoặc không có.",Đúng,Đúng,Đúng,True,1.0,✅
529,"Chốc loét thường gặp trên trẻ em, người già suy dinh dưỡng nặng hay người suy giảm miễn dịch.",Đúng,Đúng,Đúng,True,1.0,✅
530,"Trào ngược dạ dày có thể gây ho mãn tính, viêm thanh quản và hen suyễn.",Đúng,Đúng,Đúng,True,1.0,✅
531,Việc đo chỉ số HbA1c và TSH (thyrotropin) không liên quan đến nguy cơ mắc bệnh mạch vành (CHD) nếu các chỉ số này vẫn trong giới hạn bình thường.,Sai,Sai,Sai,True,1.0,✅
532,Dị tật bẩm sinh ở tim là loại dị tật bẩm sinh có tỷ lệ mắc phải cao nhất ở trẻ.,Đúng,Đúng,Đúng,True,1.0,✅
533,Bệnh ung thư hạch là biến chứng ít gặp và không liên quan đến bệnh viêm khớp dạng thấp.,Sai,Sai,Sai,True,1.0,✅
534,"Viêm xương chũm có thể gây ra nhiều biến chứng nguy hiểm như áp-xe não, viêm màng não và liệt dây thần kinh mặt.",Đúng,Đúng,Đúng,True,1.0,✅
535,Ho dai dẳng do suy tim thường được cải thiện nếu bệnh nhân được điều trị suy tim thích hợp.,Đúng,Đúng,Đúng,True,1.0,✅
536,Ho ra máu là triệu chứng hiếm gặp và không quan trọng trong chẩn đoán ung thư phổi.,Sai,Sai,Sai,True,1.0,✅
537,"Viêm đường hô hấp trên thường không quá nghiêm trọng, chỉ kéo dài vài ngày và đa phần không để lại biến chứng nguy hiểm.",Đúng,Đúng,Đúng,True,1.0,✅
538,Các biểu hiện ở mắt (như ngứa mắt hoặc bỏng) có thể là triệu chứng ngoài khớp của bệnh viêm khớp dạng thấp.,Đúng,Đúng,Đúng,True,1.0,✅
539,"Nguy cơ mắc ung thư tuyến tiền liệt tăng theo tuổi, đặc biệt ở nam trên 50 tuổi và người có chế độ ăn nhiều chất béo bão hòa.",Đúng,Đúng,Đúng,True,1.0,✅
540,Phụ nữ có nguy cơ mắc viêm khớp dạng thấp cao gấp 10 lần so với nam giới.,Sai,Đúng,Đúng,False,0.0,❌
541,Viêm màng não mủ là nguyên nhân phổ biến nhất gây nghe kém mắc phải ở trẻ em.,Đúng,Sai,Sai,False,0.0,❌
542,Bệnh tim bẩm sinh là một trong những bệnh lý có tỷ lệ mắc phải thấp nhất trong các loại bệnh bẩm sinh ở trẻ.,Sai,Đúng,Đúng,False,0.0,❌
543,"Cường giáp có thể gây ra triệu chứng sợ nóng và tăng tiết mồ hôi, thường bị nhầm lẫn với các triệu chứng bốc hỏa ở phụ nữ mãn kinh.",Đúng,Đúng,Đúng,True,1.0,✅
544,"Tổn thương đáy mắt giai đoạn 3 và 4 (xuất tiết, xuất huyết, phù) là dấu hiệu của tăng huyết áp.",Đúng,Sai,Sai,False,0.0,❌
545,Bệnh mô liên kết hỗn hợp (MCTD) là bệnh đặc trưng bởi sự giao thoa giữa các đặc điểm lâm sàng của một số bệnh tự miễn khác.,Đúng,Sai,Sai,False,0.0,❌
546,"Viêm xương chũm có nguy cơ dẫn đến các biến chứng nội sọ nguy hiểm như áp-xe não, kèm theo đau đầu dữ dội.",Đúng,Đúng,Đúng,True,1.0,✅
547,Các mảng xơ vữa động mạch không ổn định trong mạch vành thường gây hẹp dưới 50% lòng mạch và vỡ một cách bất ngờ.,Đúng,Đúng,Đúng,True,1.0,✅
548,Xơ vữa động mạch là cơ chế bệnh sinh chính dẫn đến hầu hết các bệnh tim mạch.,Đúng,Đúng,Đúng,True,1.0,✅
549,Các mã cho các bệnh lý da liễu ít gây tử vong (ví dụ: Trứng cá) không được sử dụng để mã hóa nguyên nhân tử vong.,Sai,Sai,Sai,True,1.0,✅
550,Sự phơi nhiễm với virus Epstein–Barr (EBV) có liên quan đến việc tăng nguy cơ mắc bệnh Đa xơ cứng.,Đúng,Sai,Sai,False,0.0,❌
551,Các rối loạn tâm thần do nguyên nhân hữu cơ (Organic mental disorders) được xác định dựa trên bằng chứng về bệnh lý não hoặc rối loạn hệ thống ảnh hưởng đến não.,Đúng,Sai,Sai,False,0.0,❌
552,"Phù chân chỉ là dấu hiệu của bệnh thận hoặc gan, không bao giờ là triệu chứng của suy tim.",Sai,Sai,Sai,True,1.0,✅
553,Giảm tiểu cầu miễn dịch dai dẳng được định nghĩa là tình trạng giảm tiểu cầu kéo dài trên 12 tháng.,Sai,Sai,Sai,True,1.0,✅
554,Khám mắt định kỳ hàng năm là cần thiết để phát hiện sớm tật khúc xạ và sàng lọc các bệnh lý khác như đục thủy tinh thể.,Đúng,Đúng,Đúng,True,1.0,✅
555,"Bệnh thần kinh ngoại biên có thể gây rối loạn thần kinh tự chủ, dẫn đến đổ mồ hôi bất thường và bất thường về huyết áp.",Đúng,Đúng,Đúng,True,1.0,✅
556,Bệnh chàm tổ đỉa (Dyshidrotic Eczema) là một bệnh truyền nhiễm lây lan qua tiếp xúc da thông thường.,Sai,Sai,Sai,True,1.0,✅
557,Mất thăng bằng khi di chuyển không phải là triệu chứng của tổn thương dây thần kinh ngoại biên.,Sai,Sai,Sai,True,1.0,✅
558,Ung thư dạ dày ở giai đoạn đầu thường biểu hiện rõ ràng bằng sụt cân và nôn ra máu.,Sai,Sai,Sai,True,1.0,✅
559,Tiêm vắc xin phòng cúm và phế cầu khuẩn không có vai trò trong việc phòng ngừa bệnh bụi phổi silic.,Sai,Sai,Sai,True,1.0,✅
560,Rối loạn lo âu và trầm cảm không gây ra bất kỳ rối loạn chức năng nào ngoài tâm trạng chán nản.,Sai,Sai,Sai,True,1.0,✅
561,"Trong mọi trường hợp nghe kém, mã bệnh chính phải là H91.9 (Hearing loss, unspecified).",Sai,Sai,Sai,True,1.0,✅
562,Viêm xương chũm cấp tính thường xuất hiện sau viêm tai giữa cấp tính.,Đúng,Đúng,Đúng,True,1.0,✅
563,"Trong chẩn đoán sốt rét, mật độ ký sinh trùng được tính bằng cách đếm số lượng ký sinh trùng thể vô tính trên 200 bạch cầu trên lam máu giọt dày.",Đúng,Đúng,Đúng,True,1.0,✅
564,Cao huyết áp thứ phát (I15.-) phải được ưu tiên mã hóa là bệnh chính ngay cả khi nguyên nhân (ví dụ: u nội tiết) đã được xác định.,Sai,Sai,Sai,True,1.0,✅
565,Các thuốc điều trị béo phì mang lại hiệu quả cao ngay cả khi người bệnh không phối hợp với tiết thực giảm cân và tăng cường vận động thể lực.,Sai,Sai,Sai,True,1.0,✅
566,"Tiếng thở khò khè trong ung thư phổi chỉ xuất hiện khi gắng sức, không bao giờ xảy ra khi nghỉ ngơi.",Sai,Sai,Sai,True,1.0,✅
567,Sự lão hóa da sớm không liên quan đến rối loạn viêm da cơ địa kéo dài.,Sai,Đúng,Đúng,False,0.0,❌
568,Bệnh sởi phải được cách ly theo nguyên tắc lây truyền qua đường tiếp xúc.,Sai,Đúng,Đúng,False,0.0,❌
569,Tập thể dục đều đặn là phương pháp điều trị quan trọng nhất cho người bị thoái hóa khớp.,Đúng,Đúng,Đúng,True,1.0,✅
570,Trì hoãn điều trị bệnh lý dây thần kinh ngoại biên có thể dẫn đến yếu liệt chi không phục hồi hoặc mất cảm giác vĩnh viễn.,Đúng,Đúng,Đúng,True,1.0,✅
571,Viêm thị thần kinh có liên quan chặt chẽ đến bệnh đa xơ cứng.,Đúng,Đúng,Đúng,True,1.0,✅
572,Nguy cơ mắc Mụn trứng cá đỏ (Rosacea) cao hơn ở nam giới trên 30 tuổi.,Đúng,Đúng,Đúng,True,1.0,✅
573,"Phagosome trong bạch cầu trung tính (neutrophils) luôn được bịt kín ngay lập tức sau khi nuốt vi khuẩn, loại bỏ khả năng điều chỉnh nội dung sau đó.",Sai,Sai,Sai,True,1.0,✅
574,Các mã như Rung nhĩ (I48) và Suy tim (I50) không bao giờ được coi là hậu quả của bệnh đái tháo đường.,Sai,Sai,Sai,True,1.0,✅
575,Thiếu máu tán huyết (D55-D59) chỉ bao gồm các bệnh lý bẩm sinh.,Sai,Sai,Sai,True,1.0,✅
576,Triệu chứng ho kéo dài trên 3 tuần mà không giảm khi dùng thuốc phải nghĩ đến lao phổi.,Đúng,Sai,Sai,False,0.0,❌
577,"Trong điều trị béo phì cho trẻ em, không cần thiết phải tập thể dục, chỉ cần kiểm soát chế độ ăn uống.",Sai,Sai,Sai,True,1.0,✅
578,"Tình trạng lên máu hậu sản (cao huyết áp) nếu không điều trị sớm có thể dẫn tới các biến chứng nguy hiểm như suy tim, tai biến mạch máu não và suy thận.",Đúng,Đúng,Đúng,True,1.0,✅
579,"NTTNDT ở nam giới từ 15 đến 50 tuổi thường được xem là nhiễm trùng tiết niệu phức tạp, cần đánh giá bất thường đường tiết niệu.",Đúng,Đúng,Đúng,True,1.0,✅
580,"Rối loạn hành vi được xác định bằng những hành động, phản ứng không phù hợp và chỉ xuất hiện ở người trưởng thành.",Sai,Sai,Sai,True,1.0,✅
581,Thiếu máu tán huyết mắc phải (D59) là một bệnh lý nằm trong chương này.,Đúng,Sai,Sai,False,0.0,❌
582,Giảm tiểu cầu miễn dịch mạn tính được định nghĩa là giảm tiểu cầu kéo dài hơn 12 tháng.,Đúng,Sai,Sai,False,0.0,❌
583,Trẻ tự kỷ có tiên lượng tốt nếu có năng lực trí tuệ cao và ngôn ngữ có chức năng xuất hiện trước 6 tuổi.,Đúng,Đúng,Đúng,True,1.0,✅
584,Các dấu hiệu gợi ý tăng huyết áp thứ phát bao gồm mạch đùi yếu so với mạch chi trên.,Đúng,Sai,Sai,False,0.0,❌
585,Bệnh gout (bệnh gút) là một loại bệnh cơ xương khớp không phải do chấn thương.,Đúng,Sai,Sai,False,0.0,❌
586,Lồi mắt ở người bệnh Basedow (cường giáp) có thể xuất hiện trước khi có biểu hiện cường giáp trên lâm sàng.,Đúng,Đúng,Đúng,True,1.0,✅
587,Các cơn đau thắt ngực (Angina) thường kéo dài hơn 60 phút.,Sai,Sai,Sai,True,1.0,✅
588,"Để chẩn đoán bệnh thận do ĐTĐ, ở người bệnh ĐTĐ type 2, cần tìm albumin niệu ngay lúc mới chẩn đoán và sau đó mỗi năm.",Đúng,Đúng,Đúng,True,1.0,✅
589,Viêm tuyến tiền liệt mạn tính là một bệnh mạn tính phổ biến được liệt kê theo ICD-10.,Đúng,Đúng,Đúng,True,1.0,✅
590,Mụn trứng cá đỏ có nguy cơ mắc bệnh cao hơn ở nữ giới dưới 30 tuổi.,Sai,Đúng,Đúng,False,0.0,❌
591,Bệnh mạch vành không phải là nguyên nhân gây tử vong hàng đầu ở Mỹ.,Sai,Sai,Sai,True,1.0,✅
592,Thoái hóa cơ tủy thể II (bắt đầu từ 6–12 tháng tuổi) thường không có khả năng ngồi độc lập.,Sai,Sai,Sai,True,1.0,✅
593,Tăng đường huyết mạn tính thúc đẩy quá trình xơ vữa động mạch.,Đúng,Sai,Sai,False,0.0,❌
594,"Viêm xương chũm cấp tính thường biểu hiện bằng sốt cao (39–40°C), nhiễm độc, và đau sâu trong tai lan ra vùng chũm.",Đúng,Đúng,Đúng,True,1.0,✅
595,Cấy nước tiểu được khuyến cáo ở phụ nữ mang thai và bệnh nhân suy giảm miễn dịch.,Đúng,Đúng,Đúng,True,1.0,✅
596,"Các rối loạn thần kinh ngoại biên chỉ gây giảm chuyển động của cơ, không gây mất cảm giác ở tay chân.",Sai,Sai,Sai,True,1.0,✅
597,"Tăng huyết áp là yếu tố nguy cơ có thể thay đổi được đối với bệnh xơ vữa động mạch, đột quỵ và nhồi máu cơ tim.",Đúng,Đúng,Đúng,True,1.0,✅
598,Bệnh gan nhiễm mỡ không do rượu (NAFLD) chỉ là một rối loạn chuyển hóa nhẹ và không có khả năng dẫn đến bệnh gan nặng.,Sai,Sai,Sai,True,1.0,✅
599,Vi khuẩn lao dễ bị tiêu diệt bởi cồn và axit ở nồng độ đó vi khuẩn khác bị tiêu diệt.,Sai,Đúng,Đúng,False,0.0,❌
600,Bệnh lý mắt không thể là triệu chứng của bệnh tuyến giáp.,Sai,Sai,Sai,True,1.0,✅
601,"Triệu chứng cảm giác đặc trưng của bệnh thần kinh ngoại biên bao gồm cảm giác bỏng rát và cảm giác đeo ""găng tay"" hoặc ""mang vớ"".",Đúng,Đúng,Đúng,True,1.0,✅
602,Rối loạn trầm cảm dai dẳng là tình trạng có triệu chứng trầm cảm kéo dài ít nhất 2 năm mà không thuyên giảm.,Đúng,Sai,Sai,False,0.0,❌
603,Bệnh ghẻ lây lan qua tiếp xúc da-da và dùng chung quần áo/giường.,Đúng,Đúng,Đúng,True,1.0,✅
604,"Trong cơn sốt rét, xét nghiệm mật độ ký sinh trùng sẽ được tính bằng đếm số lượng ký sinh trùng thể vô tính trên 200 hồng cầu trên lam máu giọt dày.",Sai,Đúng,Đúng,False,0.0,❌
605,"Ở phụ nữ tuổi tiền mãn kinh, viêm bàng quang và viêm thận bể thận thường được coi là nhiễm trùng tiết niệu phức tạp.",Sai,Đúng,Đúng,False,0.0,❌
606,Phụ nữ có tỷ lệ mắc viêm khớp dạng thấp thấp hơn so với nam giới.,Sai,Sai,Sai,True,1.0,✅
607,"Trong rối loạn trầm cảm, các triệu chứng rối loạn thực vật (mất ngủ, rối loạn ăn uống) thường đáp ứng với điều trị sớm hơn khí sắc.",Đúng,Sai,Sai,False,0.0,❌
608,Tật khúc xạ là bệnh lý mắt được tìm thấy nhiều nhất ở trẻ em chỉ chiếm khoảng 10% các bệnh lý về mắt.,Sai,Sai,Sai,True,1.0,✅
609,"Glaucoma góc đóng là bệnh lý mắt thường gặp nhất ở trẻ em, chiếm khoảng 70% tổng số các ca bệnh về mắt ở nhóm tuổi này.",Sai,Đúng,Đúng,False,0.0,❌
610,Viêm da cơ địa ở trẻ sơ sinh (dưới 1 tuổi) thường khởi phát chủ yếu khi trẻ được 2–3 tháng tuổi.,Đúng,Đúng,Đúng,True,1.0,✅
611,"Táo bón, tiêu chảy, trào ngược dạ dày thực quản và bệnh trĩ là các vấn đề tiêu hóa phổ biến.",Đúng,Đúng,Đúng,True,1.0,✅
612,Viêm thận bể thận thường liên quan đến sốt cao và vỗ hông lưng dương tính.,Đúng,Sai,Sai,False,0.0,❌
613,Bệnh nhân suy giảm miễn dịch không cần xét nghiệm kiểm tra hoặc điều trị nhiễm trùng đường tiết niệu không có triệu chứng.,Sai,Sai,Sai,True,1.0,✅
614,Bệnh chàm tổ đỉa (Dyshidrotic Eczema) không lây lan qua tiếp xúc da thông thường.,Đúng,Sai,Sai,False,0.0,❌
615,Viêm phổi là nguyên nhân gây tử vong ít gặp ở trẻ sơ sinh bị bệnh não thiếu oxy thiếu máu cục bộ.,Sai,Sai,Sai,True,1.0,✅
616,Hội chứng sau chấn động (Postconcussional syndrome) được chẩn đoán khi không có triệu chứng thực thể đi kèm.,Sai,Sai,Sai,True,1.0,✅
617,Ung thư dương vật thường biểu hiện ở những vùng da tiếp xúc nhiều với ánh nắng mặt trời như cánh tay và chân.,Sai,Đúng,Đúng,False,0.0,❌
618,Bệnh uốn ván toàn thân thường khởi phát với thời kỳ ủ bệnh (từ khi có vết thương đến khi cứng hàm) kéo dài trung bình từ 7 đến 14 ngày.,Đúng,Đúng,Đúng,True,1.0,✅
619,Viêm tử cung toàn bộ có thể gây viêm phúc mạc hoặc nhiễm trùng máu.,Đúng,Đúng,Đúng,True,1.0,✅
620,Bệnh phổi kẽ (ILD) đặc trưng bởi sự hiện diện của viêm bất thường và xơ hóa trong phổi.,Đúng,Đúng,Đúng,True,1.0,✅
621,"Nếu một người bệnh có biểu hiện co giật do đột quỵ não, nên dùng đũa quấn vải sạch để chặn ngang miệng nhằm tránh cắn vào lưỡi.",Đúng,Đúng,Đúng,True,1.0,✅
622,"Tê bì chân tay, cảm giác châm chích, kiến bò thường gặp nhất ở chân, lan dần từ ngón chân đến bàn chân.",Đúng,Đúng,Đúng,True,1.0,✅
623,Rối loạn suy giảm miễn dịch biến đổi phổ biến (D83) có tỷ lệ nhập viện thấp hơn Sarcoidosis (D86).,Sai,Sai,Sai,True,1.0,✅
